ProductID,Date,Zip,Units,Revenue,Country
1903,06-May-02,10551,1,766.45,Germany
1006,31-May-02,41065,1,89.2,Germany
2400,06-May-02,41065,1,94.45,Germany
606,06-May-02,41065,1,323.14,Germany
475,15-Feb-99,41065,1,970.2,Germany
606,15-Feb-99,10553,1,314.74,Germany
2046,31-May-02,22041,1,433.07,Germany
2071,31-May-02,22417,1,346.45,Germany
2074,31-May-02,22417,1,335.95,Germany
599,15-Feb-99,22417,1,753.64,Germany
2331,31-May-02,10557,1,540.7,Germany
1000,06-Aug-02,10557,1,89.2,Germany
426,06-Oct-02,10557,1,843.15,Germany
94,06-Oct-02,10557,1,891.98,Germany
1204,15-Mar-99,10559,1,419.95,Germany
2353,31-May-02,40597,1,414.7,Germany
604,06-Jul-02,40597,1,480.64,Germany
604,15-Feb-99,40597,1,461.74,Germany
2074,31-May-02,40597,1,335.95,Germany
663,15-Feb-99,40597,1,765.45,Germany
533,06-Jan-02,10585,1,524.74,Germany
596,06-Mar-02,10585,1,776.74,Germany
396,15-Mar-99,10585,1,857.06,Germany
658,15-Jan-99,10585,1,902.74,Germany
1203,15-Mar-99,10585,1,314.95,Germany
922,15-Mar-99,10585,1,472.45,Germany
433,06-Mar-02,10585,1,851.55,Germany
671,06-May-02,10585,1,892.24,Germany
671,06-Nov-03,10585,1,944.74,Germany
2373,31-May-02,41464,1,587.95,Germany
491,15-Mar-99,10587,1,815.33,Germany
596,15-Jan-99,10587,1,746.55,Germany
396,15-Feb-99,10587,1,857.06,Germany
599,15-Feb-99,10587,1,753.64,Germany
488,06-Apr-02,10587,1,1007.21,Germany
133,06-May-02,10587,1,639.98,Germany
604,15-Feb-99,10587,1,461.74,Germany
499,15-Feb-99,10587,1,846.3,Germany
573,31-May-02,40212,1,298.99,Germany
530,15-Feb-99,40212,1,619.45,Germany
725,31-May-02,22305,1,120.7,Germany
1383,06-May-02,22305,1,341.15,Germany
1384,06-May-02,22305,1,341.15,Germany
638,04-Sep-03,41063,1,1008.79,Germany
786,04-Sep-03,40764,1,57.7,Germany
1191,04-Nov-03,10627,1,267.7,Germany
1063,15-Mar-99,10627,1,233.57,Germany
2373,15-Feb-99,10627,1,551.2,Germany
609,15-Feb-99,10627,1,778.84,Germany
2388,15-Mar-99,10629,1,309.7,Germany
2234,15-Mar-99,10629,1,65.57,Germany
910,04-Oct-03,42369,1,430.45,Germany
606,06-May-02,42369,1,323.14,Germany
604,15-Feb-99,42369,1,461.74,Germany
2199,04-Oct-03,22297,1,188.95,Germany
443,04-Oct-03,22297,1,851.29,Germany
400,06-May-02,22297,1,734.74,Germany
475,15-Mar-99,10711,1,970.2,Germany
760,04-Nov-03,10713,1,146.95,Germany
759,04-Nov-03,10713,1,146.95,Germany
502,04-Oct-03,22115,1,1105.91,Germany
599,15-Feb-99,10715,1,753.64,Germany
669,04-Oct-03,22087,1,1364.74,Germany
103,06-May-02,22087,1,855.23,Germany
573,15-Feb-99,22087,1,280.61,Germany
838,15-Mar-99,10717,1,934.45,Germany
1227,15-Mar-99,10717,1,314.95,Germany
551,04-Dec-03,10717,1,922.16,Germany
396,15-Jan-99,10717,1,857.06,Germany
604,06-Jul-02,10717,1,480.64,Germany
2045,15-Feb-99,10719,1,409.45,Germany
464,06-Jul-02,10719,1,866.25,Germany
433,15-Feb-99,10777,1,804.3,Germany
990,15-Mar-99,10777,1,472.45,Germany
606,06-Apr-02,10777,1,323.14,Germany
797,04-Oct-03,22609,1,309.7,Germany
1066,15-Feb-99,22609,1,296.57,Germany
727,15-Jan-99,45143,1,62.95,Germany
2407,15-Feb-99,45143,1,73.45,Germany
491,15-Feb-99,45143,1,815.33,Germany
740,15-Jan-99,41517,1,170.57,Germany
726,06-Jun-02,41517,1,120.7,Germany
725,06-Jun-02,41517,1,120.7,Germany
609,15-Feb-99,10785,1,778.84,Germany
1066,15-Jan-99,41749,1,296.57,Germany
2235,06-Jun-02,41749,1,70.82,Germany
2234,06-Jun-02,41749,1,70.82,Germany
396,04-Dec-03,10787,1,913.76,Germany
683,15-Feb-99,42389,1,788.03,Germany
530,15-Mar-99,10789,1,619.45,Germany
1157,15-Mar-99,10789,1,377.95,Germany
797,15-Feb-99,21149,1,301.82,Germany
758,15-Mar-99,10823,1,83.95,Germany
1948,15-Mar-99,10823,1,293.95,Germany
1836,04-Oct-03,10823,1,146.95,Germany
1014,31-May-02,10823,1,86.57,Germany
663,15-Feb-99,10823,1,765.45,Germany
330,15-Feb-99,10823,1,577.24,Germany
467,06-May-02,21073,1,900.64,Germany
396,15-Feb-99,10827,1,857.06,Germany
513,15-Mar-99,10829,1,451.45,Germany
2331,15-Feb-99,10829,1,535.45,Germany
1191,15-Mar-99,10967,1,257.2,Germany
2387,13-Apr-03,10967,1,493.45,Germany
2253,31-May-02,10967,1,136.45,Germany
2252,31-May-02,10967,1,136.45,Germany
2145,06-May-02,22559,1,383.2,Germany
687,06-Jul-02,22559,1,456.49,Germany
2388,06-Oct-02,12043,1,309.7,Germany
687,15-Feb-99,12043,1,445.99,Germany
989,15-Feb-99,12043,1,467.2,Germany
532,06-May-02,45145,1,577.24,Germany
683,06-May-02,45145,1,839.74,Germany
981,06-Jun-02,45145,1,157.45,Germany
574,06-May-02,22395,1,869.14,Germany
622,06-Jun-02,22395,1,816.38,Germany
1478,15-Feb-99,22395,1,317.52,Germany
609,06-May-02,22045,1,829.24,Germany
647,06-May-02,45147,1,900.64,Germany
676,06-May-02,45147,1,837.38,Germany
2112,06-May-02,22547,1,572.2,Germany
2053,31-May-02,22547,1,325.45,Germany
396,15-Feb-99,12101,1,857.06,Germany
797,15-Feb-99,12101,1,301.82,Germany
642,04-Nov-03,12101,1,903.79,Germany
2112,06-May-02,41179,1,572.2,Germany
559,15-Feb-99,12103,1,585.64,Germany
2270,31-May-02,12103,1,314.95,Germany
687,15-Mar-99,12103,1,445.99,Germany
2359,06-May-02,42657,1,430.45,Germany
609,15-Feb-99,12107,1,778.84,Germany
2400,06-May-02,42651,1,94.45,Germany
573,15-Feb-99,12109,1,280.61,Germany
992,31-May-02,12157,1,278.2,Germany
785,06-Jun-02,22527,1,68.2,Germany
786,06-Jun-02,22527,1,68.2,Germany
786,06-Jul-02,22527,1,68.2,Germany
475,15-Feb-99,12159,1,970.2,Germany
500,04-Dec-03,12159,1,892.24,Germany
2083,15-Mar-99,12159,1,309.7,Germany
559,15-Mar-99,12159,1,585.64,Germany
2074,15-Feb-99,12159,1,328.07,Germany
1836,06-Jun-02,22089,1,146.95,Germany
1182,15-Jan-99,12163,1,157.45,Germany
727,15-Jan-99,12165,1,62.95,Germany
726,04-Oct-03,12165,1,110.2,Germany
761,04-Oct-03,12165,1,173.2,Germany
512,06-Jun-02,42107,1,230.74,Germany
396,15-Feb-99,42107,1,857.06,Germany
2359,13-Apr-03,12169,1,430.45,Germany
2396,06-Jun-02,42115,1,89.2,Germany
467,06-Jun-02,41516,1,900.64,Germany
580,15-Feb-99,41516,1,734.74,Germany
573,15-Feb-99,41516,1,280.61,Germany
967,04-Nov-03,12207,1,698.2,Germany
726,31-May-02,12207,1,115.45,Germany
989,15-Mar-99,12207,1,451.45,Germany
2252,06-Oct-02,12207,1,136.45,Germany
2253,06-Oct-02,12207,1,136.45,Germany
910,15-Mar-99,12207,1,414.7,Germany
2045,04-Oct-03,12207,1,419.95,Germany
550,06-Jun-02,22393,1,429.19,Germany
676,15-Feb-99,22393,1,801.94,Germany
433,14-Apr-03,12209,1,880.16,Germany
966,06-Jun-02,40468,1,488.2,Germany
1948,15-Mar-99,12247,1,296.57,Germany
1948,15-Feb-99,12249,1,296.57,Germany
606,15-Mar-99,12249,1,314.74,Germany
2016,31-May-02,12249,1,304.45,Germany
671,06-Jul-02,12249,1,892.24,Germany
550,04-Nov-03,12249,1,433.39,Germany
631,15-Feb-99,12277,1,346.24,Germany
2050,31-May-02,12277,1,503.95,Germany
597,15-Feb-99,12277,1,892.24,Germany
609,15-Feb-99,12279,1,778.84,Germany
1948,15-Mar-99,12279,1,296.57,Germany
1974,15-Mar-99,12279,1,52.45,Germany
964,06-Jul-02,12305,1,330.7,Germany
1131,15-Mar-99,12305,1,419.95,Germany
681,06-Jun-02,41366,1,682.24,Germany
475,06-Aug-02,12307,1,1007.21,Germany
838,15-Mar-99,12309,1,934.45,Germany
2016,15-Mar-99,12351,1,299.2,Germany
2332,31-May-02,12351,1,367.45,Germany
2094,15-Mar-99,12351,1,433.07,Germany
475,15-Mar-99,12351,1,970.2,Germany
606,06-Mar-02,12351,1,317.89,Germany
1000,06-Jul-02,22085,1,89.2,Germany
2056,15-Feb-99,12353,1,325.45,Germany
2400,06-Jul-02,42279,1,94.45,Germany
94,06-Jul-02,40229,1,891.98,Germany
2284,15-Mar-99,12357,1,293.95,Germany
725,15-Mar-99,12357,1,115.45,Germany
472,14-Apr-03,12357,1,961.28,Germany
1894,15-Jan-99,12359,1,682.24,Germany
2371,15-Mar-99,12359,1,551.2,Germany
976,06-Jul-02,12359,1,314.95,Germany
1061,06-Mar-02,12359,1,149.57,Germany
1062,06-Mar-02,12359,1,149.57,Germany
195,15-Feb-99,12359,1,750.23,Germany
491,15-Feb-99,12359,1,815.33,Germany
609,15-Feb-99,12435,1,778.84,Germany
1926,31-May-02,12439,1,99.7,Germany
1960,15-Jan-99,12439,1,97.07,Germany
1927,31-May-02,12439,1,99.7,Germany
1053,15-Jan-99,12439,1,251.95,Germany
1185,15-Feb-99,22143,1,419.95,Germany
2275,06-Nov-03,12489,1,330.7,Germany
550,06-Oct-02,12526,1,429.19,Germany
2407,04-Oct-03,12526,1,81.32,Germany
2287,15-Feb-99,12527,1,839.95,Germany
609,15-Mar-99,12589,1,778.84,Germany
687,15-Feb-99,12619,1,445.99,Germany
609,15-Feb-99,42283,1,778.84,Germany
631,15-Feb-99,40880,2,692.48,Germany
768,15-Feb-99,12627,1,104.95,Germany
1116,15-Mar-99,12627,1,251.95,Germany
2045,15-Mar-99,12627,1,409.45,Germany
2074,15-Mar-99,12627,1,328.07,Germany
491,15-Jan-99,12627,1,815.33,Germany
2277,31-May-02,12627,1,262.45,Germany
816,06-Jul-02,12627,1,330.7,Germany
1201,06-Jul-02,12627,1,577.45,Germany
757,15-Feb-99,12627,1,83.95,Germany
551,04-Nov-03,12627,1,922.16,Germany
635,06-Mar-02,12627,2,1716.23,Germany
770,15-Feb-99,12629,1,257.2,Germany
1957,15-Mar-99,12629,1,153.77,Germany
1916,31-May-02,12629,1,286.07,Germany
770,31-May-02,12629,1,262.45,Germany
609,15-Jan-99,12629,1,778.84,Germany
396,15-Feb-99,12629,1,857.06,Germany
676,06-Apr-02,12629,1,837.38,Germany
491,15-Feb-99,12629,1,815.33,Germany
606,15-Feb-99,12629,1,314.74,Germany
609,15-Feb-99,12629,1,778.84,Germany
952,06-Nov-03,12629,1,262.45,Germany
676,15-Feb-99,40723,1,801.94,Germany
676,15-Feb-99,40883,1,801.94,Germany
758,15-Feb-99,12681,1,83.95,Germany
2252,06-Mar-02,12681,1,136.45,Germany
631,15-Jan-99,12681,1,346.24,Germany
2252,31-May-02,12681,1,136.45,Germany
681,15-Mar-99,12681,1,629.74,Germany
757,15-Feb-99,12681,1,83.95,Germany
2253,06-Mar-02,12681,1,136.45,Germany
645,15-Feb-99,12681,2,1493.1,Germany
769,15-Feb-99,41239,1,257.2,Germany
770,15-Feb-99,41239,1,257.2,Germany
797,15-Feb-99,41352,1,301.82,Germany
1230,31-May-02,42799,1,524.95,Germany
2400,31-May-02,12687,1,94.45,Germany
1915,31-May-02,47804,1,467.2,Germany
687,15-Feb-99,47804,1,445.99,Germany
400,15-Feb-99,47804,1,683.81,Germany
676,15-Feb-99,47804,1,801.94,Germany
2400,31-May-02,47804,1,94.45,Germany
396,31-May-02,47804,1,892.24,Germany
1000,31-May-02,47804,1,89.2,Germany
2331,15-Mar-99,47804,1,535.45,Germany
604,15-Feb-99,47804,1,461.74,Germany
2410,15-Mar-99,12689,1,99.7,Germany
2252,31-May-02,46485,1,136.45,Germany
989,15-Mar-99,46485,1,467.2,Germany
609,15-Mar-99,46485,1,778.84,Germany
631,15-Jan-99,46485,1,346.24,Germany
596,06-Jul-02,46485,1,776.74,Germany
597,15-Feb-99,46485,1,892.24,Germany
2352,15-Feb-99,46485,1,367.45,Germany
663,15-Feb-99,46485,1,765.45,Germany
559,15-Feb-99,13051,1,585.64,Germany
2262,31-May-02,45359,1,299.2,Germany
683,15-Feb-99,45359,1,788.03,Germany
1009,04-Dec-03,45359,1,99.7,Germany
2263,31-May-02,45359,1,299.2,Germany
2277,31-May-02,45359,3,929.09,Germany
676,15-Jan-99,45359,1,801.94,Germany
475,15-Feb-99,45359,1,970.2,Germany
488,15-Feb-99,45359,1,970.2,Germany
761,06-Nov-03,45359,1,173.2,Germany
2280,31-May-02,50767,1,170.57,Germany
606,15-Feb-99,50767,1,314.74,Germany
609,15-Feb-99,50767,1,778.84,Germany
676,15-Feb-99,50767,1,801.94,Germany
2396,31-May-02,50767,1,89.2,Germany
2047,15-Mar-99,50767,1,377.95,Germany
2373,31-May-02,50767,1,556.45,Germany
910,31-May-02,50767,1,430.45,Germany
2359,31-May-02,50767,1,430.45,Germany
609,15-Mar-99,50767,1,778.84,Germany
2396,06-Jul-02,50767,1,89.2,Germany
2235,31-May-02,13059,1,70.82,Germany
2255,31-May-02,13059,1,60.32,Germany
663,15-Feb-99,47051,1,765.45,Germany
609,04-Nov-03,47051,1,850.24,Germany
2352,15-Mar-99,47051,1,388.45,Germany
488,15-Mar-99,47051,1,970.2,Germany
1000,06-Oct-03,47051,1,89.2,Germany
676,15-Feb-99,52159,1,801.94,Germany
769,15-Feb-99,52159,1,257.2,Germany
2064,15-Mar-99,52159,1,488.2,Germany
396,15-Jan-99,52159,1,857.06,Germany
826,31-May-02,52159,1,944.95,Germany
981,06-Jul-02,52159,1,157.45,Germany
2332,06-Jul-02,52159,1,367.45,Germany
940,06-Aug-02,52159,1,687.7,Germany
2282,15-Jan-99,52159,1,304.45,Germany
609,15-Feb-99,52159,1,778.84,Germany
551,04-Oct-03,52159,1,922.16,Germany
1131,06-Apr-02,52159,1,430.45,Germany
599,15-Feb-99,52159,1,753.64,Germany
631,15-Feb-99,52159,2,692.48,Germany
1990,15-Feb-99,52159,1,257.2,Germany
770,15-Feb-99,52159,1,257.2,Germany
2277,15-Feb-99,52159,1,251.95,Germany
740,06-Jul-02,13089,1,173.2,Germany
739,06-Jul-02,13089,1,173.2,Germany
1065,06-Mar-02,13089,1,304.45,Germany
1066,06-Mar-02,13089,1,304.45,Germany
1086,06-Apr-02,13089,1,84,Germany
1085,06-Apr-02,13089,1,84,Germany
767,15-Feb-99,46145,1,104.95,Germany
1045,15-Mar-99,46145,1,207.32,Germany
768,15-Feb-99,46145,1,104.95,Germany
826,04-Nov-03,13129,1,918.7,Germany
676,15-Jan-99,13129,1,801.94,Germany
1065,15-Jan-99,13129,1,296.57,Germany
464,06-Mar-02,13129,1,866.25,Germany
797,15-Feb-99,46537,1,301.82,Germany
550,06-Mar-02,46537,1,429.19,Germany
604,06-Mar-02,46537,1,480.64,Germany
475,15-Mar-99,46537,3,2910.6,Germany
1017,31-May-02,46537,1,262.45,Germany
906,06-Jul-02,46537,1,419.95,Germany
475,15-Feb-99,46537,3,2910.6,Germany
687,15-Feb-99,46537,1,445.99,Germany
443,15-Feb-99,46537,1,790.91,Germany
604,15-Feb-99,46537,1,461.74,Germany
663,15-Feb-99,46537,1,765.45,Germany
989,15-Feb-99,47877,1,451.45,Germany
1008,15-Mar-99,47877,1,236.2,Germany
1008,15-Feb-99,46483,1,236.2,Germany
599,15-Feb-99,46483,3,2260.91,Germany
1949,15-Feb-99,46483,2,593.15,Germany
676,15-Mar-99,46483,1,801.94,Germany
2064,04-Nov-03,46483,1,496.07,Germany
1202,06-Mar-02,46483,1,619.45,Germany
604,14-Apr-03,13159,1,494.81,Germany
2234,31-May-02,13159,2,141.65,Germany
400,15-Mar-99,13159,1,683.81,Germany
2352,06-Jul-02,13159,1,367.45,Germany
396,15-Feb-99,13159,1,857.06,Germany
550,15-Feb-99,13159,1,403.99,Germany
609,15-Feb-99,13159,1,778.84,Germany
1157,15-Feb-99,47443,1,377.95,Germany
400,15-Jan-99,47443,1,683.81,Germany
499,15-Mar-99,47443,1,846.3,Germany
631,15-Jan-99,47443,1,346.24,Germany
2083,15-Feb-99,50999,1,309.7,Germany
475,15-Feb-99,50999,1,970.2,Germany
910,15-Mar-99,50999,2,829.4,Germany
1909,15-Mar-99,50999,1,199.45,Germany
491,15-Mar-99,50999,1,815.33,Germany
785,04-Oct-03,50999,1,57.7,Germany
786,04-Oct-03,50999,1,57.7,Germany
910,31-May-02,50999,1,430.45,Germany
2400,06-Mar-02,50999,1,94.45,Germany
609,15-Feb-99,50999,1,778.84,Germany
2295,31-May-02,13189,1,887.2,Germany
604,15-Mar-99,13189,1,461.74,Germany
2255,15-Feb-99,45468,1,57.7,Germany
2254,15-Feb-99,45468,1,57.7,Germany
499,15-Feb-99,45468,1,846.3,Germany
604,15-Feb-99,13347,1,461.74,Germany
2410,15-Feb-99,13347,1,99.7,Germany
512,06-Jan-02,13347,1,230.74,Germany
1065,15-Jan-99,13347,1,296.57,Germany
910,31-May-02,13347,1,430.45,Germany
475,15-Mar-99,13347,1,970.2,Germany
1895,06-Aug-02,13347,1,755.95,Germany
1066,15-Jan-99,13347,1,296.57,Germany
609,15-Feb-99,13347,1,778.84,Germany
676,15-Feb-99,13347,1,801.94,Germany
433,15-Feb-99,46499,1,804.3,Germany
499,15-Feb-99,13353,3,2538.9,Germany
609,15-Feb-99,13353,1,778.84,Germany
604,06-Mar-02,13353,1,480.64,Germany
499,06-Jul-02,13353,1,883.05,Germany
475,06-Oct-02,13353,1,1007.21,Germany
443,15-Feb-99,13353,1,790.91,Germany
475,15-Feb-99,13353,1,970.2,Germany
475,06-Apr-02,13353,1,1007.21,Germany
491,15-Feb-99,13353,1,815.33,Germany
599,15-Feb-99,13353,2,1507.28,Germany
499,15-Feb-99,46117,1,846.3,Germany
826,04-Dec-03,46117,1,929.2,Germany
2332,13-Apr-03,46117,2,839.9,Germany
2396,13-Apr-03,46117,1,89.2,Germany
676,15-Jan-99,46117,1,801.94,Germany
551,04-Nov-03,46117,1,922.16,Germany
2064,06-Mar-02,46117,1,496.07,Germany
599,15-Feb-99,46117,1,753.64,Germany
550,15-Feb-99,47055,1,403.99,Germany
491,15-Jan-99,47055,1,815.33,Germany
443,15-Mar-99,47055,1,790.91,Germany
443,15-Feb-99,13357,1,790.91,Germany
730,15-Mar-99,13357,1,299.2,Germany
2396,31-May-02,13357,3,267.59,Germany
2235,31-May-02,13357,1,70.82,Germany
2074,15-Mar-99,13357,1,328.07,Germany
729,15-Mar-99,13357,1,299.2,Germany
2250,06-Jul-02,13357,1,125.95,Germany
573,15-Feb-99,47551,1,280.61,Germany
863,15-Mar-99,47551,1,304.45,Germany
964,15-Jan-99,47551,1,356.95,Germany
2353,31-May-02,13359,1,414.7,Germany
2359,31-May-02,13359,1,430.45,Germany
676,06-Aug-02,13359,1,837.38,Germany
580,15-Feb-99,47239,1,734.74,Germany
475,15-Feb-99,47239,1,970.2,Germany
838,15-Mar-99,47239,2,1868.9,Germany
2396,13-Apr-03,47239,1,89.2,Germany
797,15-Mar-99,47239,1,301.82,Germany
396,15-Mar-99,47239,2,1714.13,Germany
635,06-Apr-02,47239,1,860.74,Germany
499,15-Feb-99,47239,1,846.3,Germany
599,15-Feb-99,50169,1,753.64,Germany
631,15-Feb-99,50169,2,692.48,Germany
297,15-Mar-99,50169,1,708.49,Germany
596,15-Mar-99,50169,1,746.55,Germany
2400,31-May-02,50169,1,94.45,Germany
1014,15-Mar-99,50169,1,86.57,Germany
676,15-Mar-99,50169,1,801.94,Germany
485,06-Oct-02,50169,1,851.55,Germany
488,06-Oct-02,50169,1,1007.21,Germany
400,06-Oct-02,50169,1,734.74,Germany
1132,15-Mar-99,50169,1,629.95,Germany
396,15-Jan-99,50169,1,857.06,Germany
573,15-Jan-99,50169,1,280.61,Germany
320,15-Feb-99,50169,1,1364.74,Germany
1182,06-Mar-02,50169,1,157.45,Germany
475,15-Feb-99,50169,1,970.2,Germany
1894,15-Feb-99,50169,1,682.24,Germany
580,15-Feb-99,50169,1,734.74,Germany
609,15-Feb-99,50169,1,778.84,Germany
676,15-Feb-99,46047,1,801.94,Germany
833,15-Feb-99,46047,1,787.45,Germany
609,15-Feb-99,46047,1,778.84,Germany
2219,04-Nov-03,46047,1,141.7,Germany
1000,04-Nov-03,46047,1,89.2,Germany
1836,06-Jul-02,46047,1,146.95,Germany
2407,15-Jan-99,46047,1,73.45,Germany
604,15-Feb-99,46047,1,461.74,Germany
2218,04-Nov-03,46047,1,141.7,Germany
663,15-Feb-99,46047,1,765.45,Germany
437,06-Nov-03,46047,1,803.78,Germany
596,06-Nov-03,46047,1,797.21,Germany
676,15-Feb-99,51429,1,801.94,Germany
631,15-Feb-99,13465,1,346.24,Germany
833,15-Mar-99,13467,1,792.7,Germany
163,04-Nov-03,13467,1,524.48,Germany
1191,06-Apr-02,13467,1,267.7,Germany
1229,15-Feb-99,47665,1,236.2,Germany
976,31-May-02,47665,1,314.95,Germany
2277,15-Feb-99,47506,1,251.95,Germany
550,06-Jan-02,47506,1,429.19,Germany
1185,15-Mar-99,47506,1,419.95,Germany
645,15-Mar-99,47506,1,746.55,Germany
728,15-Jan-99,47506,2,125.9,Germany
757,15-Jan-99,47506,2,167.9,Germany
573,15-Jan-99,47506,1,280.61,Germany
914,04-Nov-03,47506,1,577.45,Germany
163,06-Apr-02,47506,1,524.48,Germany
910,06-Dec-02,47506,1,430.45,Germany
2407,15-Feb-99,47509,1,73.45,Germany
